车辆型号,生产企业,驱动型式,额定功率,变速器类型,发动机型号,车辆净重量,车辆最大重量,市郊油耗,市区油耗,综合油耗
SQR6363K000,奇瑞汽车股份有限公司,后轮驱动,50,MT,SQR372W,1074,1674,5.4,8.4,6.5
SQR6381K020,奇瑞汽车股份有限公司,后轮驱动,50,MT,SQR372W,1064,1689,5.4,8.4,6.5
SQR6381K020,奇瑞汽车股份有限公司,后轮驱动,50,MT,SQR372W,1084,1689,5.4,8.4,6.5
SQR6381K020,奇瑞汽车股份有限公司,后轮驱动,50,MT,SQR372W,1089,1689,5.4,8.4,6.5
DHW7101FCMSE,东风本田汽车有限公司,前轮驱动,92,MT,P10A1,1243,1685,4.5,7.4,5.5
DHW7101FCMSE,东风本田汽车有限公司,前轮驱动,92,MT,P10A1,1253,1685,4.5,7.4,5.5
DHW7101FCCSE,东风本田汽车有限公司,前轮驱动,92,CVT,P10A1,1256,1685,4.5,5.9,5
DHW7101FCCSE,东风本田汽车有限公司,前轮驱动,92,CVT,P10A1,1265,1685,4.5,5.9,5
DHW7101FCCSE,东风本田汽车有限公司,前轮驱动,92,CVT,P10A1,1266,1685,4.5,5.9,5
DHW7102FCCSE,东风本田汽车有限公司,前轮驱动,92,CVT,P10A1,1275,1685,4.5,5.9,5
MR7102L01,浙江吉利汽车有限公司,前轮驱动,100,MT,JLF-3G10TD,1255,1630,4.1,6.6,5
GHA7100GAM5A,广汽本田汽车有限公司,前轮驱动,90,MT,P10A3,1261,1636,4.6,7.1,5.5
GHA7100GAC5A,广汽本田汽车有限公司,前轮驱动,90,CVT,P10A3,1276,1685,4.6,5.5,4.9
GHA7100GAC5A,广汽本田汽车有限公司,前轮驱动,90,CVT,P10A3,1278,1685,4.6,5.5,4.9
GHA7100GAC5A,广汽本田汽车有限公司,前轮驱动,90,CVT,P10A3,1291,1685,4.6,5.5,4.9
GHA7100GAC5A,广汽本田汽车有限公司,前轮驱动,90,CVT,P10A3,1296,1685,4.6,5.5,4.9
GHA7100GAC5B,广汽本田汽车有限公司,前轮驱动,90,CVT,P10A3,1302,1685,4.7,5.6,5
GHA7100GAC5B,广汽本田汽车有限公司,前轮驱动,90,CVT,P10A3,1305,1685,4.7,5.6,5
GHA7100GAC5B,广汽本田汽车有限公司,前轮驱动,90,CVT,P10A3,1310,1685,4.7,5.6,5
JL6432C03,浙江豪情汽车制造有限公司,前轮驱动,100,AT,JLF-3G10TD,1321,1696,5.3,7.3,6.1
MR7102L01,浙江吉利汽车有限公司,前轮驱动,100,MT,JLF-3G10TD,1255,1630,4.1,6.6,4.9
GHA7100GAM6A,广汽本田汽车有限公司,前轮驱动,90,MT,P10A3,1266,1641,4.6,7,5.5
GHA7100GAC6A,广汽本田汽车有限公司,前轮驱动,90,CVT,P10A3,1281,1691,4.7,5.3,4.9
GHA7100GAC6A,广汽本田汽车有限公司,前轮驱动,90,CVT,P10A3,1284,1691,4.7,5.3,4.9
GHA7100GAC6A,广汽本田汽车有限公司,前轮驱动,90,CVT,P10A3,1296,1691,4.7,5.3,4.9
GHA7100GAC6A,广汽本田汽车有限公司,前轮驱动,90,CVT,P10A3,1302,1691,4.7,5.3,4.9
GHA7100GAC6B,广汽本田汽车有限公司,前轮驱动,90,CVT,P10A3,1307,1691,4.8,5.4,5
GHA7100GAC6B,广汽本田汽车有限公司,前轮驱动,90,CVT,P10A3,1311,1691,4.8,5.4,5
GHA7100GAC6B,广汽本田汽车有限公司,前轮驱动,90,CVT,P10A3,1316,1691,4.8,5.4,5
QCJ7100L4,比亚迪汽车有限公司,前轮驱动,50,MT,BYD371QB,870,1245,5.2,6.8,5.8
SQR7100S117,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,887,1262,4.8,8,6
CA7107UE4,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA2+,965,1340,5.1,7.1,5.8
TJ7101AE4,天津一汽夏利汽车股份有限公司,前轮驱动,42,MT,TJ376QE,815,1140,5.5,8.2,6.5
TJ7101AUE3,天津一汽夏利汽车股份有限公司,前轮驱动,42,MT,TJ376QE,845,1170,5.5,8.2,6.5
TJ7101BE3,天津一汽夏利汽车股份有限公司,前轮驱动,42,MT,TJ376QE,815,1140,5.5,8.2,6.5
TJ7101BUE3,天津一汽夏利汽车股份有限公司,前轮驱动,42,MT,TJ376QE,845,1170,5.5,8.2,6.5
TJ7102BE4,天津一汽夏利汽车股份有限公司,前轮驱动,48,MT,CA3GA2,815,1140,5.2,7.7,6.1
HQ7100E1U1,浙江豪情汽车制造有限公司,前轮驱动,38,MT,JL376QE,930,1280,5.2,8,6.2
SQR7100S217,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,990,1365,5.2,8.8,6.5
SQR7100S11T7,奇瑞汽车股份有限公司,前轮驱动,50,AMT,SQR472FB,897,1272,5.1,8.4,6.3
SQR7100S187,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,990,1365,5.3,9.1,6.7
TJ7103UE4,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA2+,905,1280,5.3,7.7,6.2
TJ7102BE3,天津一汽夏利汽车股份有限公司,前轮驱动,48,MT,CA3GA2,815,1140,5.2,7.7,6.1
TJ7102BUE3,天津一汽夏利汽车股份有限公司,前轮驱动,48,MT,CA3GA2,845,1170,5.2,7.7,6.1
SQR7101S216,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,990,1365,5.4,8.9,6.7
TJ7101AE3,天津一汽夏利汽车股份有限公司,前轮驱动,42,MT,TJ376QE,815,1140,5.5,8.2,6.5
TJ7101BUE4,天津一汽夏利汽车股份有限公司,前轮驱动,42,MT,TJ376QE,845,1170,5.5,8.2,6.5
TJ7102BUE4,天津一汽夏利汽车股份有限公司,前轮驱动,48,MT,CA3GA2,845,1170,5.2,7.7,6.1
CA7107E4,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA2+,955,1330,5.1,7.1,5.8
JL7100BU1,浙江豪情汽车制造有限公司,前轮驱动,38,MT,JL376QE,900,1250,5.2,8,6.2
JL7100X1U1,浙江豪情汽车制造有限公司,前轮驱动,38,MT,JL376QE,940,1290,5.2,8,6.2
SQR7100S216,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,990,1365,5.2,8.8,6.5
SQR7101S217,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,990,1365,5.4,8.9,6.7
SQR7100S116,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,887,1262,4.8,8,6
SQR7100S11T6,奇瑞汽车股份有限公司,前轮驱动,50,AMT,SQR472FB,897,1272,5.1,8.4,6.3
CA7101F,中国第一汽车集团公司,前轮驱动,48,MT,CA3GA2,890,1260,4.8,7.2,6.5
CA7107E3,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA2+,955,1330,5.1,7.1,5.8
CA7107UE3,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA2+,965,1340,5.1,7.1,5.8
TJ7101AUE4,天津一汽夏利汽车股份有限公司,前轮驱动,42,MT,TJ376QE,845,1170,5.5,8.2,6.5
TJ7101BE4,天津一汽夏利汽车股份有限公司,前轮驱动,42,MT,TJ376QE,815,1140,5.5,8.2,6.5
TJ7103UE3,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA2+,905,1280,5.3,7.7,6.2
SQR7101S116,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,887,1262,5.3,7.2,6
SQR7100J027,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,936,1086,5.5,7.6,6.3
SQR7101S11T7,奇瑞汽车股份有限公司,前轮驱动,50,AMT,SQR472FB,897,1272,5.5,7.6,6.3
SQR7101S117,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,887,1262,5.3,7.2,6
SQR7101S11T6,奇瑞汽车股份有限公司,前轮驱动,50,AMT,SQR472FB,897,1272,5.5,7.6,6.3
SQR7100S110,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,887,1262,4.9,7.4,5.8
SQR7101S110,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,887,1262,4.9,7.4,5.8
SQR7101S210,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,990,1365,5.1,7.9,6.1
SQR7100S180,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,990,1365,5.1,7.9,6.1
CA7107E3,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA2+,955,1330,5.1,7.1,5.8
CA7107UE3,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA2+,965,1340,5.1,7.1,5.8
SQR7100S11T0,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,897,1272,4.9,7.4,5.8
SQR7101S11T0,奇瑞汽车股份有限公司,前轮驱动,50,MT,SQR472FB,897,1272,4.9,7.4,5.8
TJ7101AUE4S,天津一汽夏利汽车股份有限公司,前轮驱动,42,MT,TJ376QE,866,1191,5,7.3,5.8
CA7107E4,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA2+,955,1330,5.1,7.1,5.8
CA7107UE4,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA2+,965,1340,5.1,7.1,5.8
TJ7102BE4S,天津一汽夏利汽车股份有限公司,前轮驱动,48,MT,CA3GA2,815,1140,4.7,7,5.5
TJ7102BUE4S,天津一汽夏利汽车股份有限公司,前轮驱动,48,MT,CA3GA2,866,1191,5,7.1,5.8
TJ7103UE4S,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA2+,905,1280,5.1,7,5.8
TJ7101AE4S,天津一汽夏利汽车股份有限公司,前轮驱动,42,MT,TJ376QE,815,1140,4.7,7,5.5
TJ7102CE4,天津一汽夏利汽车股份有限公司,前轮驱动,48,MT,CA3GA2,815,1140,4.7,7,5.5
TJ7102CUE4,天津一汽夏利汽车股份有限公司,前轮驱动,48,MT,CA3GA2,866,1191,5,7.1,5.8
TJ7103UE4Q,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA5,905,1280,4.4,6.9,5.3
TJ7103UE4S,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA5,905,1280,4.6,7.4,5.6
TJ7103AUE4,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA5,905,1280,4.6,7.4,5.6
TJ7103E4,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA5,935,1310,4.6,7.1,5.5
TJ7103AUE5,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA5,905,1280,4.6,7.4,5.6
TJ7103E5,天津一汽夏利汽车股份有限公司,前轮驱动,50.5,MT,CA3GA5,935,1310,4.6,7.1,5.5
LZW7100H3Q,上汽通用五菱汽车股份有限公司,前轮驱动,47,MT,B10S1C,875,1230,5.4,8.4,6.5
LZW6376QVF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,985,1550,5.9,8.4,6.8
LZW7100XF,上汽通用五菱汽车股份有限公司,前轮驱动,51,MT,LMT,880,1255,4.8,7,5.6
LZW6400QVF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,1010,1780,5.9,8.4,6.8
LZW5026XKCQF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,985,1550,5.9,8.4,6.8
LZW6400QF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,1030,1780,5.9,8.4,6.8
LZW6376QF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,985,1550,5.9,8.4,6.8
LZW6390QVF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,1000,1620,6.2,8.4,7
LZW6390QF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,1000,1620,6.2,8.4,7
LZW6390QF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,1050,1620,6.2,8.4,7
LZW6390QVF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,1050,1620,6.2,8.4,7
LZW6435QF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,1090,1800,6.5,8.7,7.3
LZW6435QVF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,1050,1800,6.5,8.7,7.3
LZW6435QF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,1070,1800,6.5,8.7,7.3
LZW6435QVF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,1070,1800,6.5,8.7,7.3
SPARK,通用大宇科技,前轮驱动,50,MT,B10D1,963,1340,4.6,7.2,5.6
SPARK,通用大宇科技,前轮驱动,50,AT,B10D1,978,1355,5.1,8.1,6.2
LZW7108XF,上汽通用五菱汽车股份有限公司,前轮驱动,51,MT,LMT,880,1265,4.8,7,5.6
LZW6390QFA,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,1000,1620,5.8,7.8,6.5
LZW6390QFA,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,1050,1620,5.8,7.8,6.5
LZW6435QFA,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,1091,1800,6,8.2,6.8
SPARK,通用汽车韩国公司,前轮驱动,50,MT,B10D1,963,1340,4.6,7.2,5.6
SPARK,通用汽车韩国公司,前轮驱动,50,AT,B10D1,978,1355,5.1,8.1,6.2
LZW6390QF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,1020,1620,6.2,8.4,7
LZW7108X5,上汽通用五菱汽车股份有限公司,前轮驱动,51,MT,LMT,880,1265,4.8,7,5.6
LZW6388QCF,上汽通用五菱汽车股份有限公司,后轮驱动,52,MT,LD7,950,1575,5.6,8.2,6.5
LZW6388QCF,上汽通用五菱汽车股份有限公司,后轮驱动,52,MT,LD7,975,1575,5.6,8.2,6.5
LZW6388QCVF,上汽通用五菱汽车股份有限公司,后轮驱动,52,MT,LD7,930,1575,5.6,8.2,6.5
LZW6388QCVF,上汽通用五菱汽车股份有限公司,后轮驱动,52,MT,LD7,955,1575,5.6,8.2,6.5
LZW6388QF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,950,1575,5.5,8.8,6.7
LZW6388QF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,975,1575,5.5,8.8,6.7
LZW6388QVF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,930,1575,5.5,8.8,6.7
LZW6388QVF,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,955,1575,5.5,8.8,6.7
LZW6390QCF,上汽通用五菱汽车股份有限公司,后轮驱动,52,MT,LD7,1030,1620,5.6,8.2,6.5
LZW6390QCF,上汽通用五菱汽车股份有限公司,后轮驱动,52,MT,LD7,1065,1620,5.6,8.2,6.5
LZW6390QCVF,上汽通用五菱汽车股份有限公司,后轮驱动,52,MT,LD7,1000,1620,5.6,8.2,6.5
LZW6390QCVF,上汽通用五菱汽车股份有限公司,后轮驱动,52,MT,LD7,1030,1620,5.6,8.2,6.5
LZW7108XY,上汽通用五菱汽车股份有限公司,前轮驱动,51,MT,LMT,880,1265,4.8,7,5.6
LZW6388QVY,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,930,1575,5.5,8.8,6.7
LZW6388QVY,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,955,1575,5.5,8.8,6.7
LZW6388QY,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,950,1575,5.5,8.8,6.7
LZW6388QY,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,975,1575,5.5,8.8,6.7
LZW6389QVY,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,930,1575,5.5,8.8,6.7
LZW6389QVY,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,945,1575,5.5,8.8,6.7
LZW6389QY,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,950,1575,5.5,8.8,6.7
LZW6389QY,上汽通用五菱汽车股份有限公司,后轮驱动,50,MT,L2Y,972,1575,5.5,8.8,6.7
BJ6393MD31A-CB,北汽福田汽车股份有限公司,后轮驱动,50,MT,4W10M,1025,1620,4.6,8.6,6.1
BJ6393MD31A-CA,北汽福田汽车股份有限公司,后轮驱动,50,MT,4W10M,1055,1620,4.5,8.7,6.1
EQ6410LF11,东风小康汽车有限公司,后轮驱动,50,MT,DK10-05,1000,1800,5,8.2,6
BJ6393MD31A-CC,北汽福田汽车股份有限公司,后轮驱动,50,MT,4W10M,1055,1620,4.5,8.7,6.1
BJ6393MD31A-CC,北汽福田汽车股份有限公司,后轮驱动,50,MT,4W10M,1091,1620,4.5,8.7,6.1
BJ6393MD31A-CC,北汽福田汽车股份有限公司,后轮驱动,50,MT,4W10M,1055,1620,4.5,8.7,5.9
BJ6393MD31A-C2,北汽福田汽车股份有限公司,前轮驱动,50,MT,4W10M1,1025,1620,5.1,7.7,5.9
BJ6393MD31A-C1,北汽福田汽车股份有限公司,前轮驱动,50,MT,4W10M1,1055,1620,5.1,7.7,5.9
EQ6400LF18,东风小康汽车有限公司,后轮驱动,51,MT,DK10-02,1000,1800,5,8.8,6.4
BJ6393MD31A-C2,北汽福田汽车股份有限公司,后轮驱动,50,MT,4W10M1,1025,1620,5.1,7.7,5.9
BJ6393MD31A-C1,北汽福田汽车股份有限公司,后轮驱动,50,MT,4W10M1,1055,1620,5.1,7.7,5.9
SC7103A,重庆长安铃木汽车有限公司,前轮驱动,52,AT,K10B,915,1290,5.1,8.1,6.2
SC7103,重庆长安铃木汽车有限公司,前轮驱动,52,MT,K10B,890,1265,5,7.1,5.8
SC7103B,重庆长安铃木汽车有限公司,前轮驱动,52,MT,K10B,890,1265,5,7.1,5.8
SC7103C,重庆长安铃木汽车有限公司,前轮驱动,52,AT,K10B,915,1290,5.1,8.1,6.2
SC7103D,重庆长安铃木汽车有限公司,前轮驱动,52,MT,K10B1,890,1265,5.2,6.7,5.8
SC7103E,重庆长安铃木汽车有限公司,前轮驱动,52,AT,K10B1,915,1290,5.3,6.3,5.7
SC7103F,重庆长安铃木汽车有限公司,前轮驱动,52,MT,K10B1,890,1265,4.9,5.9,5.2
SC7103G,重庆长安铃木汽车有限公司,前轮驱动,52,AT,K10B1,915,1290,5.3,6.3,5.7
SC7103H,重庆长安铃木汽车有限公司,前轮驱动,52,MT,K10B1,890,1265,4.9,5.9,5.2
JNJ7100,湖南江南汽车制造有限公司,前轮驱动,55,MT,TNN3G10K,898,1273,4.3,6.8,5.2
SC7103M,重庆长安铃木汽车有限公司,前轮驱动,52,MT,K10B1,890,1265,4.5,5.9,5
SC7103N,重庆长安铃木汽车有限公司,前轮驱动,52,AT,K10B1,915,1290,4.7,6.4,5.3
SC6397A4,重庆长安汽车股份有限公司,后轮驱动,52,MT,JL373Q1,1095,1695,5.7,8.1,6.6
SC6397AV4,重庆长安汽车股份有限公司,后轮驱动,52,MT,JL373Q1,1085,1685,5.5,8.3,6.5
SC7106E4,重庆长安汽车股份有限公司,前轮驱动,52,MT,JL373Q,890,1265,4.5,6,5
SC7106F4,重庆长安汽车股份有限公司,前轮驱动,52,AMT,JL373Q,900,1275,4.3,6.5,5
SC7106E4,合肥长安汽车有限公司,前轮驱动,52,MT,JL373Q,890,1265,4.5,6,5
SC7106F4,合肥长安汽车有限公司,前轮驱动,52,AMT,JL373Q,900,1275,4.3,6.5,5
SC7106F5,合肥长安汽车有限公司,前轮驱动,52,MT,JL373Q,890,1265,4.5,6.2,5
SC7106G5,合肥长安汽车有限公司,前轮驱动,52,AMT,JL373Q,900,1275,4.5,6.1,5
JNJ7100,湖南江南汽车制造有限公司,前轮驱动,55,MT,TNN3G10K,898,1273,4.8,7.3,5.3
JNJ7100K,湖南江南汽车制造有限公司,前轮驱动,55,MT,TNN3G10K,898,1273,4.8,7.2,5.7
SC6382BJ3S,重庆长安汽车股份有限公司,后轮驱动,39,MT,JL465QD,995,1650,6.4,9.3,7.4
SC6408BVS,重庆长安汽车股份有限公司,后轮驱动,51,MT,JL465QK,1095,1800,6.6,9.5,7.8
SC5020XQCEG,重庆长安汽车股份有限公司,后轮驱动,39,MT,JL465QH,1035,1650,5.6,10.2,7.4
SC6382D4S,重庆长安汽车股份有限公司,后轮驱动,50.7,MT,JL465QL,1015,1670,6.2,9.5,7.3
SC6399D4S,重庆长安汽车股份有限公司,后轮驱动,50.7,MT,JL465QL,1015,1670,6.2,9.5,7.3
SC6399DV4S,重庆长安汽车股份有限公司,后轮驱动,50.7,MT,JL465QL,1010,1665,6.1,9.3,7.3
SC6399HV4S,重庆长安汽车股份有限公司,后轮驱动,39,MT,JL465QH,990,1645,6.2,9.4,7.4
SC6345F3S,河北长安汽车有限公司,后轮驱动,39,MT,JL465QE,915,1680,6,8.5,6.9
SC6345F4S,河北长安汽车有限公司,后轮驱动,39,MT,JL465QH,915,1680,6.2,8.2,6.9
SC6395CVSCNG,河北长安汽车有限公司,后轮驱动,39,MT,JL465QF,1070,1760,6,9.8,7.4
SC6402D4S,河北长安汽车有限公司,后轮驱动,39,MT,JL465QH,1075,1810,6.2,10,7.9
SC6402DV4S,河北长安汽车有限公司,后轮驱动,39,MT,JL465QH,1060,1810,6.1,9.6,7.4
EQ6361PF23Q,东风汽车公司,后轮驱动,51,MT,EQ466i-30,985,1565,5.5,9.1,7.4
EQ6400LF,东风汽车公司,后轮驱动,51,MT,EQ466i-30,1050,1800,5.5,9.1,7.4
EQ6390PF1,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1100,1980,5.9,9,8
EQ6383LF,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1015,1595,5.9,9.3,7.1
EQ6400LF24Q2,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1035,1605,5.9,9,7.1
EQ6361PF,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,985,1565,5.9,9,7.3
SC6363B3S,南京长安汽车有限公司,后轮驱动,39,MT,JL465QE,990,1575,6.4,9.5,7.6
SC6371DV4S,南京长安汽车有限公司,后轮驱动,39,MT,JL465QH,985,1565,6.5,9.4,7.4
SC6378AV4S,南京长安汽车有限公司,后轮驱动,39,MT,JL465QH,900,1565,5.5,9.4,6.9
SY6390A5SBW,沈阳华晨金杯汽车有限公司,前轮驱动,45,MT,XC4F18-T,1000,1650,6,9.1,7.1
HQ7101E4,浙江豪情汽车制造有限公司,前轮驱动,50,MT,JL3G10A,937,1312,5.3,7.7,6.2
EQ6400LF7,东风汽车公司,后轮驱动,51,MT,AF10-11,1050,1800,6,9.3,7.3
EQ6400LF24Q2,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1035,1605,5.9,9.3,7.1
EQ6381LF6,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1000,1400,5.9,9.3,7.4
EQ6381LF6,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1015,1595,5.9,9.3,7.4
EQ6381LF10,东风汽车公司,后轮驱动,51,MT,AF10-11,1015,1595,6,9.3,7.3
EQ6400LF24QN,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1050,1800,5.9,9,7.1
EQ6400LFN,东风汽车公司,后轮驱动,51,MT,EQ466i-30,1050,1800,5.5,9.1,7.4
EQ6390PF,东风汽车公司,后轮驱动,51,MT,EQ466i-30,1100,1980,5.5,9.1,7.3
EQ6390PF2,东风汽车公司,后轮驱动,39,MT,EQ4652i-30,1085,1485,5.9,9.3,7.1
EQ6391PF,东风汽车公司,后轮驱动,51,MT,EQ466i-30,1100,1980,5.5,9.1,7.6
EQ6381LF24Q1,东风汽车公司,后轮驱动,51,MT,EQ466i-30,1000,1400,6.2,9.4,7.3
EQ6381LF24Q6,东风汽车公司,后轮驱动,51,MT,EQ466i-30,1015,1595,5.5,9.1,7.4
SC6399BV3S,重庆长安汽车股份有限公司,后轮驱动,39,MT,JL465QE,990,1645,6.2,9.4,7.4
SC6399EJ3S,重庆长安汽车股份有限公司,后轮驱动,51,MT,JL465QK,1015,1670,6.2,9.4,7.4
SC6408BS,重庆长安汽车股份有限公司,后轮驱动,51,MT,JL465QK,1100,1800,6.6,9.5,7.8
SC6382EJ3S,重庆长安汽车股份有限公司,后轮驱动,51,MT,JL465QK,1015,1670,6.2,9.4,7.3
SC6399H4S,重庆长安汽车股份有限公司,后轮驱动,39,MT,JL465QH,995,1650,6.3,9.4,7.4
SC5020XXYSCNG,重庆长安汽车股份有限公司,后轮驱动,39,MT,JL465QF,1050,1715,5.8,10.3,7.4
SC6382B3S,重庆长安汽车股份有限公司,后轮驱动,39,MT,JL465QE,995,1650,6.1,9.7,7.4
SC7102DS,重庆长安汽车股份有限公司,前轮驱动,39,MT,JL465QG,1000,1365,5.8,8.4,6.7
SC6395CS,河北长安汽车有限公司,后轮驱动,39,MT,JL465QE,1020,1760,6.4,9.8,7.9
SC6395CSCNG,河北长安汽车有限公司,后轮驱动,39,MT,JL465QF,1085,1760,5.9,11.3,7.9
SC6395CV4S,河北长安汽车有限公司,后轮驱动,39,MT,JL465QH,990,1760,6.3,9.3,7.4
SC6363AJ3S,南京长安汽车有限公司,后轮驱动,39,MT,JL465QD,990,1575,6.4,9.4,7.5
SC6363BV3S,南京长安汽车有限公司,后轮驱动,39,MT,JL465QE,990,1575,6.4,9.5,7.6
SC6378A3S,南京长安汽车有限公司,后轮驱动,39,MT,JL465QE,900,1565,6.3,9.2,7.4
SC6378AJ3S,南京长安汽车有限公司,后轮驱动,39,MT,JL465QD,900,1565,6.2,9.4,7.4
SC6378AV3S,南京长安汽车有限公司,后轮驱动,39,MT,JL465QE,900,1565,5.3,9.4,6.8
EQ6361PF8,东风汽车公司,后轮驱动,51,MT,AF10-11,985,1565,6,9.3,7.3
EQ6410LF6,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1130,1710,5.9,9.3,7.7
EQ6410LF23Q1,东风汽车公司,后轮驱动,51,MT,EQ466i-30,1130,1710,5.5,9.1,7.3
EQ6361PF23Q2,东风汽车公司,后轮驱动,51,MT,EQ466i-30,985,1360,6.2,9.4,7.3
EQ6362PF,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,985,1565,5.9,9.3,7.1
EQ6400LF24Q,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1050,1800,5.9,9,7.1
EQ6400LF24QN,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1050,1800,5.9,9.3,7.1
EQ6381LF6,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1015,1595,6.2,9.6,7.4
EQ6390PF2,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1085,1485,5.9,9.3,7.1
EQ6390PF24Q1,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1100,1980,5.9,9,8
EQ6390PF24Q1,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1100,1980,6.6,9.7,8
EQ6381LF6,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1015,1595,5.9,9,7.4
EQ6381LF6,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1010,1525,5.9,9.3,7.4
EQ6383LF,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,1015,1595,5.9,9,7.1
EQ6361PF,东风汽车公司,后轮驱动,39,MT,EQ465i2-30,985,1565,6.2,9.6,7.3
SC6399EV3S,重庆长安汽车股份有限公司,后轮驱动,51,MT,JL465QK,1010,1665,6.2,9.3,7.4
SC6382E3S,重庆长安汽车股份有限公司,后轮驱动,51,MT,JL465QK,1015,1670,6.2,9.4,7.3
